Address Part 1,Address Part 2,Full Address,Latitude,Longitude
5735 Philips Highway,"Jacksonville, Florida 32216","5735 Philips Highway, Jacksonville, Florida 32216",30.2656965,-81.6169642
6787  Wilson Boulevard,"Jacksonville, Florida 32210","6787  Wilson Boulevard, Jacksonville, Florida 32210",30.2708436,-81.7559706
6723 US-129,"Jasper, Florida 32052","6723 US-129, Jasper, Florida 32052",30.4458829,-82.9338536
751  Centerview Blvd,"Kissimmee, Florida 34741","751  Centerview Blvd, Kissimmee, Florida 34741",28.3423275,-81.410899
7940 West Irlo Bronson Memorial Highway,"Kissimmee, Florida 34747","7940 West Irlo Bronson Memorial Highway, Kissimmee, Florida 34747",28.3453565,-81.6047052
116 North Highway 27/441,"Lady Lake, Florida 32159","116 North Highway 27/441, Lady Lake, Florida 32159",28.911548,-81.919841
14170  US-441,"Lake City , Florida 32024","14170  US-441, Lake City , Florida 32024",29.9954874,-82.5985304
2941 W US Hwy 90,"Lake City, Florida 32055-7284","2941 W US Hwy 90, Lake City, Florida 32055-7284",30.1808342,-82.6804843
4320 US Highway 98 North,"Lakeland, Florida 33809","4320 US Highway 98 North, Lakeland, Florida 33809",28.0982898,-81.9744473
5200  South Jefferson Street,"Lamont, Florida 32336","5200  South Jefferson Street, Lamont, Florida 32336",30.472004,-83.8918582
25155  Maren Way,"Land O' Lakes, Florida 33559","25155  Maren Way, Land O' Lakes, Florida 33559",28.1896508,-82.4003676
1201 W Lantana Rd,"Lantana, Florida 33462","1201 W Lantana Rd, Lantana, Florida 33462",26.5878066,-80.0637801
6458 US-129,"Live Oak, Florida 32060","6458 US-129, Live Oak, Florida 32060",30.3331556,-82.9599015
3907 Southwest SR 14,"Madison, Florida 32340","3907 Southwest SR 14, Madison, Florida 32340",30.4339169,-83.4535176
2070 FL-71,"Marianna, Florida 32448","2070 FL-71, Marianna, Florida 32448",30.7159832,-85.1847687
4429  FL-518,"Melbourne, Florida 32934","4429  FL-518, Melbourne, Florida 32934",28.1203801,-80.6991534
1661 Pennsylvania Avenue,"Miami Beach, Florida 33139","1661 Pennsylvania Avenue, Miami Beach, Florida 33139",25.7913308,-80.1341797
959 West Avenue,"Miami Beach, Florida 33139","959 West Avenue, Miami Beach, Florida 33139",25.7798299,-80.1417259
2700 NW 183rd St,"Miami Gardens, Florida 33056","2700 NW 183rd St, Miami Gardens, Florida 33056",25.9405359,-80.2457599
6848 Bird Road,"Miami, Florida 33155","6848 Bird Road, Miami, Florida 33155",25.7322951,-80.3061845
900 S Miami Ave,"Miami, Florida 33130","900 S Miami Ave, Miami, Florida 33130",25.7651485,-80.1942628
90 NE 41st Street,"Miami, Florida 33137","90 NE 41st Street, Miami, Florida 33137",25.8140596,-80.1940632
7636 NE 4th Ct,"Miami, Florida 33138","7636 NE 4th Ct, Miami, Florida 33138",25.8453888,-80.1882911
8312 South Dixie Highway,"Miami, Florida 33143","8312 South Dixie Highway, Miami, Florida 33143",25.6933626,-80.3047708
6971 SW 24th Street,"Miami, Florida 33155","6971 SW 24th Street, Miami, Florida 33155",25.7486363,-80.3085034
21 SE 7th St,"Miami, Florida 33131","21 SE 7th St, Miami, Florida 33131",25.767664,-80.192444
701 South Miami Avenue,"Miami, Florida 33130-1946","701 South Miami Avenue, Miami, Florida 33130-1946",25.7669682,-80.1934346
12100 Miramar Parkway,"Miramar, Florida 33025","12100 Miramar Parkway, Miramar, Florida 33025",25.977107,-80.3076437
499 Bayfront Place,"Naples, Florida 34102-6454","499 Bayfront Place, Naples, Florida 34102-6454",26.1440841,-81.7888692
2433 Tarpon Bay Boulevard,"Naples, Florida 34119","2433 Tarpon Bay Boulevard, Naples, Florida 34119",26.2707332,-81.7397295
4026  US-19,"New Port Richey, Florida 34652","4026  US-19, New Port Richey, Florida 34652",28.2175278,-82.7365686
14075 Biscayne Boulevard,"North Miami Beach, Florida 33181","14075 Biscayne Boulevard, North Miami Beach, Florida 33181",25.9062096,-80.1563142
3312 West Silver Springs Boulevard,"Ocala, Florida 34474","3312 West Silver Springs Boulevard, Ocala, Florida 34474",29.1859135,-82.1775579
4414 SW College Road,"Ocala, Florida 34474-4790","4414 SW College Road, Ocala, Florida 34474-4790",29.1403527,-82.1924352
47801 West State Road 84,"Ochopee, Florida 34141","47801 West State Road 84, Ochopee, Florida 34141",26.2306172,-80.8555018
12048 FL-54,"Odessa, Florida 33556","12048 FL-54, Odessa, Florida 33556",28.1895037,-82.6161503
299 Florida-91,"Wildwood, Florida 34785","299 Florida-91, Wildwood, Florida 34785",28.7867279,-81.982254
5910 Central Florida Pkwy,"Orlando, Florida 32821","5910 Central Florida Pkwy, Orlando, Florida 32821",28.4057866,-81.4575952
8001  South Orange Blossom Trail,"Orlando, Florida 32809","8001  South Orange Blossom Trail, Orlando, Florida 32809",28.4470856,-81.3948148
7826  7826 West Sand Lake Road,"Orlando, Florida 32819","7826  7826 West Sand Lake Road, Orlando, Florida 32819",28.449748,-81.4899014
8049 E Colonial Dr,"Orlando, Florida 32807","8049 E Colonial Dr, Orlando, Florida 32807",28.5688553,-81.2782928
4750 Millenia Plaza Way,"Orlando, Florida 32839","4750 Millenia Plaza Way, Orlando, Florida 32839",28.493286,-81.4301199
413 North Alafaya Trail,"Orlando, Florida 32828","413 North Alafaya Trail, Orlando, Florida 32828",28.5545475,-81.2003099
8462 Palm Parkway,"Orlando, Florida 32836","8462 Palm Parkway, Orlando, Florida 32836",28.3847292,-81.5003176
6500 6500 West Sand Lake Road,"Orlando, Florida 32819-8902","6500 6500 West Sand Lake Road, Orlando, Florida 32819-8902",28.4494353,-81.4666557
5600 State Rd 100 E,"Palm Coast, Florida 32164","5600 State Rd 100 E, Palm Coast, Florida 32164",29.4763476,-81.2063959
14100 Panama City Beach Parkway,"Panama City Beach, Florida 32413","14100 Panama City Beach Parkway, Panama City Beach, Florida 32413",30.2117099,-85.849444
1600 South Hiatus Rd,"Pembroke Pines, Florida 33025","1600 South Hiatus Rd, Pembroke Pines, Florida 33025",25.9940019,-80.2964863
14804-14954 Pines Boulevard,"Pembroke Pines, Florida 33027","14804-14954 Pines Boulevard, Pembroke Pines, Florida 33027",26.0066773,-80.3448961
2717  South Byron Butler Parkway,"Perry, Florida 32348","2717  South Byron Butler Parkway, Perry, Florida 32348",30.0866214,-83.5720608
3101 Gandy Blvd.,"Pinellas Park, Florida 33782-6203","3101 Gandy Blvd., Pinellas Park, Florida 33782-6203",27.8457909,-82.6775401
2705 Thonotosassa Road,"Plant City, Florida 33563","2705 Thonotosassa Road, Plant City, Florida 33563",28.025915,-82.152088
801 S. University Drive,"Plantation, Florida 33324-3336","801 S. University Drive, Plantation, Florida 33324-3336",26.1106192,-80.2520711
3601 North Federal Highway,"Pompano Beach, Florida 33431","3601 North Federal Highway, Pompano Beach, Florida 33431",26.2761282,-80.0980124
65 Florida's Turnpike,"Pompano Beach, Florida 33069","65 Florida's Turnpike, Pompano Beach, Florida 33069",26.2248419,-80.1842043
5302 South Williamson Blvd,"Port Orange, Florida 32128-3702","5302 South Williamson Blvd, Port Orange, Florida 32128-3702",29.108561,-81.034635
144 Florida's Turnpike,"Port Saint Lucie, Florida 34984","144 Florida's Turnpike, Port Saint Lucie, Florida 34984",27.3021036,-80.3729188
1701 NW Peacock Blvd,"Port St. Lucie, Florida 34986-2501","1701 NW Peacock Blvd, Port St. Lucie, Florida 34986-2501",27.3129341,-80.4067437
26415  Indian Trail Drive,"Punta Gorda, Florida 33950","26415  Indian Trail Drive, Punta Gorda, Florida 33950",26.8956618,-82.0110376
9617  Highway 301 South,"Riverview, Florida 33578","9617  Highway 301 South, Riverview, Florida 33578",27.8581948,-82.3272604
10665 Big Bend Road,"Riverview, Florida 33578","10665 Big Bend Road, Riverview, Florida 33578",27.7903482,-82.3326474
5410 Murrell Road,"Viera, Florida 32955","5410 Murrell Road, Viera, Florida 32955",28.2676129,-80.7199725
3637  34th Street South,"Saint Petersburg, Florida 33711","3637  34th Street South, Saint Petersburg, Florida 33711",27.7348574,-82.6802819
1201 WP Ball Boulevard,"Sanford, Florida 32771","1201 WP Ball Boulevard, Sanford, Florida 32771",28.7979564,-81.3366755
5903 Honore Ave,"Sarasota, Florida 34238","5903 Honore Ave, Sarasota, Florida 34238",27.3864174,-82.4649205
5321  Clark Road,"Sarasota, Florida 34233","5321  Clark Road, Sarasota, Florida 34233",27.2700548,-82.4627868
10950 Fellsmere Rd,"Sebastian, Florida 32958","10950 Fellsmere Rd, Sebastian, Florida 32958",27.7680432,-80.5494223
3838 US Hwy 27 S,"Sebring, Florida 33870","3838 US Hwy 27 S, Sebring, Florida 33870",27.4648929,-81.4341103
2700 Florida 16,"St. Augustine, Florida 32092-2095","2700 Florida 16, St. Augustine, Florida 32092-2095",29.9249829,-81.4172527
200 World Commerce Parkway,"Saint Augustine, Florida 32092","200 World Commerce Parkway, Saint Augustine, Florida 32092",29.983727,-81.464048
S.R. 16 and Inman Road,"St. Augustine, Florida 32084","S.R. 16 and Inman Road, St. Augustine, Florida 32084",29.9154545,-81.4029869
2401  South Kanner Highway,"Stuart, Florida 34994","2401  South Kanner Highway, Stuart, Florida 34994",27.1753268,-80.2525185
3726 Sun City Center Blvd,"Sun City Center, Florida 33573","3726 Sun City Center Blvd, Sun City Center, Florida 33573",27.7131733,-82.3757846
3528 Thomasville Rd,"Tallahassee, Florida 32309-3406","3528 Thomasville Rd, Tallahassee, Florida 32309-3406",30.5110344,-84.2471161
2020 W Pensacola St,"Tallahassee, Florida 32304","2020 W Pensacola St, Tallahassee, Florida 32304",30.4421089,-84.3185387
804 East Bearss Avenue,"Tampa, Florida 33613","804 East Bearss Avenue, Tampa, Florida 33613",28.0887625,-82.4521303
401  North Dale Mabry Highway,"Tampa, Florida 33609","401  North Dale Mabry Highway, Tampa, Florida 33609",27.9490077,-82.5048837
2100 West Swann Avenue,"Tampa, Florida 33606","2100 West Swann Avenue, Tampa, Florida 33606",27.9373707,-82.4809386
2502 North 50th Street,"Tampa, Florida 33619-2742","2502 North 50th Street, Tampa, Florida 33619-2742",27.9656702,-82.4023577
1171 South Pinellas Ave,"Tarpon Springs, Florida 34689","1171 South Pinellas Ave, Tarpon Springs, Florida 34689",28.1361613,-82.7560788
3055 Columbia Blvd,"Titusville, Florida 32780","3055 Columbia Blvd, Titusville, Florida 32780",28.551259,-80.8414114
Mile Marker 263 Florida Turnpike,"Turkey Lake, Florida 32835","Mile Marker 263 Florida Turnpike, Turkey Lake, Florida 32835",28.5137664,-81.4981949
370 Commercial Court,"Venice, Florida 34292","370 Commercial Court, Venice, Florida 34292",27.1077685,-82.3853181
9050 20th Street,"Vero Beach, Florida 32966","9050 20th Street, Vero Beach, Florida 32966",27.6401843,-80.5131081
206 Palm Bay Road,"West Melbourne, Florida 32904-0000","206 Palm Bay Road, West Melbourne, Florida 32904-0000",28.037013,-80.664151
2300 45th St,"West Palm Beach, Florida 33407","2300 45th St, West Palm Beach, Florida 33407",26.7576715,-80.0894593
94 Florida's Turnpike,"West Palm Beach, Florida 33413","94 Florida's Turnpike, West Palm Beach, Florida 33413",26.6342948,-80.1748644
7289 Garden Road,"West Palm Beach, Florida 33404","7289 Garden Road, West Palm Beach, Florida 33404",26.7824071,-80.0926887
13501 West Colonial Drive,"Winter Garden, Florida 34787","13501 West Colonial Drive, Winter Garden, Florida 34787",28.5518794,-81.5840924
901 North Orlando Avenue,"Winter Park, Florida 32789","901 North Orlando Avenue, Winter Park, Florida 32789",28.6049525,-81.3659505
20 Homegrown Way,"Yulee, Florida 32097","20 Homegrown Way, Yulee, Florida 32097",30.6235499,-81.6380336
3500 Baker Road,"Acworth, Georgia 30101","3500 Baker Road, Acworth, Georgia 30101",34.0763377,-84.6515294
7867 Adairsville Hwy,"Adairsville , Georgia 30103","7867 Adairsville Hwy, Adairsville , Georgia 30103",34.3783912,-84.9307374
400 Avalon Boulevard,"Alpharetta, Georgia 30009","400 Avalon Boulevard, Alpharetta, Georgia 30009",34.0712153,-84.2768461
1791 Oconee Connector,"Athens, Georgia 30606","1791 Oconee Connector, Athens, Georgia 30606",33.916523,-83.4549052
1380 Atlantic Drive NW,"Atlanta, Georgia 30363-1142","1380 Atlantic Drive NW, Atlanta, Georgia 30363-1142",33.7929288,-84.3955967
3393 Peachtree Road Northeast,"Atlanta, Georgia 30326","3393 Peachtree Road Northeast, Atlanta, Georgia 30326",33.8467259,-84.3624199
3393 Peachtree Road,"Atlanta, Georgia 30326","3393 Peachtree Road, Atlanta, Georgia 30326",33.8485591,-84.3647302
4329 Belair Frontage Road,"Augusta, Georgia 30909","4329 Belair Frontage Road, Augusta, Georgia 30909",33.4815539,-82.130072
1069 Stevens Creek Road,"Augusta, Georgia 30907-3203","1069 Stevens Creek Road, Augusta, Georgia 30907-3203",33.5147871,-82.0453791
380 Millennium Boulevard,"Brunswick, Georgia 31525","380 Millennium Boulevard, Brunswick, Georgia 31525",31.2455487,-81.502609
1695 Mall of Georgia Blvd,"Buford, Georgia 30519","1695 Mall of Georgia Blvd, Buford, Georgia 30519",34.0617604,-83.9935505
1591 Bradley Park Drive,"Columbus, Georgia 31904","1591 Bradley Park Drive, Columbus, Georgia 31904",32.5334212,-84.9691247
1013 East 16th Street,"Cordele, Georgia 31015","1013 East 16th Street, Cordele, Georgia 31015",31.9634023,-83.7657675
118 East Ponce de Leon Avenue,"Decatur, Georgia 30030","118 East Ponce de Leon Avenue, Decatur, Georgia 30030",33.7766773,-84.2951879
2950 Chapel Hill Road,"Douglasville, Georgia 30135","2950 Chapel Hill Road, Douglasville, Georgia 30135",33.7258455,-84.7346579
2172 US-441,"Dublin, Georgia 31021","2172 US-441, Dublin, Georgia 31021",32.490516,-82.9323977
3585  Peachtree Industrial Boulevard,"Duluth, Georgia 30096","3585  Peachtree Industrial Boulevard, Duluth, Georgia 30096",34.0001036,-84.1699732
3660 Marketplace Boulevard,"East Point, Georgia 30344","3660 Marketplace Boulevard, East Point, Georgia 30344",33.6591903,-84.4992957
440  Ernest W Barrett Pkwy NW,"Kennesaw, Georgia 30144","440  Ernest W Barrett Pkwy NW, Kennesaw, Georgia 30144",34.0141515,-84.5625098
1190 East Boone Avenue,"Kingsland, Georgia 31548-5304","1190 East Boone Avenue, Kingsland, Georgia 31548-5304",30.7910279,-81.6633914
3007 Panola Road,"Lithonia, Georgia 30038","3007 Panola Road, Lithonia, Georgia 30038",33.6999612,-84.1741951
121 Tom Hill Senior Boulevard,"Macon, Georgia 31210","121 Tom Hill Senior Boulevard, Macon, Georgia 31210",32.9001335,-83.6872418
2012 Eatonton Road,"Madison, Georgia 30650","2012 Eatonton Road, Madison, Georgia 30650",33.5578213,-83.4734822
3000 Windy Hill Road Southeast,"Marietta, Georgia 30067","3000 Windy Hill Road Southeast, Marietta, Georgia 30067",33.9042016,-84.4656003
1380  GA-20 West,"McDonough, Georgia 30253","1380  GA-20 West, McDonough, Georgia 30253",33.4247705,-84.1865353
1118 South Lewis Street,"Metter, Georgia 30439","1118 South Lewis Street, Metter, Georgia 30439",32.3789198,-82.0628643
104 East Winthrop Avenue,"Millen, Georgia 30442","104 East Winthrop Avenue, Millen, Georgia 30442",32.8034433,-81.9487506
555 Bullsboro Drive,"Newnan, Georgia 30265","555 Bullsboro Drive, Newnan, Georgia 30265",33.3928968,-84.7581595
5220 Town Center Boulevard,"Peachtree Corners, Georgia 30092","5220 Town Center Boulevard, Peachtree Corners, Georgia 30092",33.9793452,-84.2153071
907 US-80,"Pooler, Georgia 31322","907 US-80, Pooler, Georgia 31322",32.1109225,-81.2355333
2111 Pooler Parkway,"Pooler, Georgia 31322","2111 Pooler Parkway, Pooler, Georgia 31322",32.0792055,-81.2808895
1570 Holcomb Bridge Rd,"Roswell, Georgia 30076","1570 Holcomb Bridge Rd, Roswell, Georgia 30076",34.0195512,-84.3131129
3186 Lawrenceville-Suwanee Road,"Suwanee, Georgia 30024","3186 Lawrenceville-Suwanee Road, Suwanee, Georgia 30024",34.034228,-84.0521852
1204 U.S. 82,"Tifton, Georgia 31794-1794","1204 U.S. 82, Tifton, Georgia 31794-1794",31.4493801,-83.5325236
2112 West Hill Avenue,"Valdosta, Georgia 31601","2112 West Hill Avenue, Valdosta, Georgia 31601",30.8169298,-83.3206503
915 Ridgewalk Parkway,"Woodstock, Georgia 30188","915 Ridgewalk Parkway, Woodstock, Georgia 30188",34.1197258,-84.5254956
98-1005 Moanalua Rd,"Aiea, Hawaii 96701","98-1005 Moanalua Rd, Aiea, Hawaii 96701",21.382704,-157.9396425
98-1005 Moanalua Road,"Aiea, Hawaii 96701","98-1005 Moanalua Road, Aiea, Hawaii 96701",21.382704,-157.9396425
155 Pakaula St,"Kahului, Hawaii 96732","155 Pakaula St, Kahului, Hawaii 96732",20.8774701,-156.4564139
45-285  Kaneohe Bay Drive,"Kaneohe, Hawaii 96744","45-285  Kaneohe Bay Drive, Kaneohe, Hawaii 96744",21.4066847,-157.7888702
1426 South Entertainment Ave.,"Boise, Idaho 83709-8306","1426 South Entertainment Ave., Boise, Idaho 83709-8306",43.5916869,-116.2795318
240 East 5th Street North,"Burley, Idaho 83318","240 East 5th Street North, Burley, Idaho 83318",42.5624585,-113.7907096
3458 N Fruitland Lane,"Coeur d'Alene, Idaho 83815-9365","3458 N Fruitland Lane, Coeur d'Alene, Idaho 83815-9365",47.7088111,-116.7929655
940 Pier View Drive,"Idaho Falls, Idaho 83402-4918","940 Pier View Drive, Idaho Falls, Idaho 83402-4918",43.4851412,-112.0520928
